minute,result,X,Y,xG,player,h_a,situation,season,shotType,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
87,MissedShots,0.79,0.407000008,0.0364835,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Frosinone,Roma,0,2,2015-09-12 20:00:00,Seydou Keita,TakeOn
26,SavedShot,0.855,0.355,0.320919991,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Sassuolo,2,2,2015-09-20 17:00:00,Miralem Pjanic,Throughball
41,SavedShot,0.913000031,0.327999992,0.108326003,Mohamed Salah,h,OpenPlay,2015,RightFoot,Roma,Sassuolo,2,2,2015-09-20 17:00:00,Juan Iturbe,BallRecovery
43,MissedShots,0.901999969,0.357000008,0.065308496,Mohamed Salah,h,OpenPlay,2015,RightFoot,Roma,Sassuolo,2,2,2015-09-20 17:00:00,Francesco Totti,Chipped
48,Goal,0.766999969,0.432999992,0.0191222,Mohamed Salah,h,FromCorner,2015,LeftFoot,Roma,Sassuolo,2,2,2015-09-20 17:00:00,,None
77,BlockedShot,0.800999985,0.71,0.043000501,Mohamed Salah,h,FromCorner,2015,LeftFoot,Roma,Sassuolo,2,2,2015-09-20 17:00:00,,TakeOn
82,SavedShot,0.801999969,0.317000008,0.023129901,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Sassuolo,2,2,2015-09-20 17:00:00,Alessandro Florenzi,Pass
52,MissedShots,0.851999969,0.275,0.050254699,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Sampdoria,Roma,2,1,2015-09-23 22:45:00,Miralem Pjanic,LayOff
68,Goal,0.896999969,0.545999985,0.428534001,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Sampdoria,Roma,2,1,2015-09-23 22:45:00,Miralem Pjanic,Pass
69,BlockedShot,0.861999969,0.372000008,0.076427802,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Sampdoria,Roma,2,1,2015-09-23 22:45:00,Miralem Pjanic,TakeOn
74,SavedShot,0.849000015,0.291000004,0.037368901,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Sampdoria,Roma,2,1,2015-09-23 22:45:00,Miralem Pjanic,Pass
50,Goal,0.974000015,0.467999992,0.879567027,Mohamed Salah,h,OpenPlay,2015,RightFoot,Roma,Carpi,5,1,2015-09-26 20:00:00,,Rebound
58,MissedShots,0.889000015,0.266000004,0.0514029,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Carpi,5,1,2015-09-26 20:00:00,Maicon,Pass
72,MissedShots,0.936999969,0.69,0.153771996,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Carpi,5,1,2015-09-26 20:00:00,Miralem Pjanic,TakeOn
18,MissedShots,0.856999969,0.320999985,0.045680799,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Empoli,3,1,2015-10-17 20:00:00,Iago Falque,Chipped
68,Goal,0.908000031,0.542000008,0.522469997,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Empoli,3,1,2015-10-17 20:00:00,Gervinho,Pass
5,Goal,0.839000015,0.31,0.0293242,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Fiorentina,Roma,1,2,2015-10-25 21:00:00,Miralem Pjanic,Pass
7,MissedShots,0.885999985,0.329000015,0.015208,Mohamed Salah,a,OpenPlay,2015,Head,Inter,Roma,1,0,2015-10-31 23:45:00,,None
27,MissedShots,0.926999969,0.29,0.0464678,Mohamed Salah,a,OpenPlay,2015,RightFoot,Inter,Roma,1,0,2015-10-31 23:45:00,Miralem Pjanic,Pass
60,SavedShot,0.965,0.399000015,0.030233899,Mohamed Salah,a,OpenPlay,2015,Head,Inter,Roma,1,0,2015-10-31 23:45:00,,Rebound
60,SavedShot,0.918000031,0.374000015,0.333532006,Mohamed Salah,a,OpenPlay,2015,RightFoot,Inter,Roma,1,0,2015-10-31 23:45:00,,Rebound
60,SavedShot,0.900999985,0.395999985,0.356216997,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Inter,Roma,1,0,2015-10-31 23:45:00,Miralem Pjanic,TakeOn
24,MissedShots,0.775,0.345,0.0152545,Mohamed Salah,h,SetPiece,2015,LeftFoot,Roma,Lazio,2,0,2015-11-08 18:00:00,,Rebound
4,MissedShots,0.9,0.655,0.063270196,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Napoli,Roma,0,0,2015-12-13 21:00:00,Iago Falque,HeadPass
45,MissedShots,0.915,0.332000008,0.0748301,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Genoa,2,0,2015-12-20 18:00:00,Alessandro Florenzi,Chipped
18,BlockedShot,0.875999985,0.592000008,0.106407002,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Chievo,Roma,3,3,2016-01-06 18:00:00,Gervinho,Pass
46,MissedShots,0.855,0.66,0.042109199,Mohamed Salah,a,SetPiece,2015,LeftFoot,Chievo,Roma,3,3,2016-01-06 18:00:00,,None
54,SavedShot,0.911999969,0.527999992,0.484813005,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Chievo,Roma,3,3,2016-01-06 18:00:00,Alessandro Florenzi,None
43,MissedShots,0.916999969,0.555,0.079603001,Mohamed Salah,h,FromCorner,2015,Head,Roma,Verona,1,1,2016-01-17 18:00:00,Alessandro Florenzi,Cross
54,SavedShot,0.865999985,0.625,0.050152,Mohamed Salah,h,FromCorner,2015,LeftFoot,Roma,Verona,1,1,2016-01-17 18:00:00,,None
57,SavedShot,0.915999985,0.360999985,0.304217011,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Verona,1,1,2016-01-17 18:00:00,Alessandro Florenzi,Chipped
69,BlockedShot,0.815,0.542000008,0.0795056,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Frosinone,3,1,2016-01-30 23:45:00,Radja Nainggolan,Pass
10,Goal,0.793000031,0.312999992,0.025580101,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Sassuolo,Roma,0,2,2016-02-02 23:45:00,Miralem Pjanic,Pass
35,BlockedShot,0.85,0.352000008,0.087118603,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Sassuolo,Roma,0,2,2016-02-02 23:45:00,,TakeOn
40,BlockedShot,0.761999969,0.417999992,0.017894801,Mohamed Salah,a,FromCorner,2015,LeftFoot,Sassuolo,Roma,0,2,2016-02-02 23:45:00,,None
54,SavedShot,0.919000015,0.362999992,0.371477991,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Sassuolo,Roma,0,2,2016-02-02 23:45:00,Miralem Pjanic,TakeOn
43,ShotOnPost,0.910999985,0.447999992,0.364843994,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Carpi,Roma,1,3,2016-02-12 23:45:00,Edin Dzeko,HeadPass
84,Goal,0.906999969,0.397999992,0.391012013,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Carpi,Roma,1,3,2016-02-12 23:45:00,,None
11,MissedShots,0.825,0.320999985,0.034954902,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Palermo,5,0,2016-02-21 23:45:00,Edin Dzeko,Pass
34,MissedShots,0.815999985,0.432999992,0.063409798,Mohamed Salah,h,FromCorner,2015,LeftFoot,Roma,Palermo,5,0,2016-02-21 23:45:00,Radja Nainggolan,TakeOn
54,BlockedShot,0.811999969,0.630999985,0.042826001,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Palermo,5,0,2016-02-21 23:45:00,Radja Nainggolan,BallRecovery
59,Goal,0.9,0.661999969,0.093199298,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Palermo,5,0,2016-02-21 23:45:00,Edin Dzeko,Pass
61,Goal,0.995999985,0.298999996,0.128090993,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Palermo,5,0,2016-02-21 23:45:00,,TakeOn
73,SavedShot,0.819000015,0.703000031,0.034393199,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Empoli,Roma,1,3,2016-02-27 21:00:00,Stephan El Shaarawy,Pass
83,MissedShots,0.789000015,0.372000008,0.045245402,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Empoli,Roma,1,3,2016-02-27 21:00:00,Edin Dzeko,Pass
94,MissedShots,0.753000031,0.286000004,0.0148004,Mohamed Salah,a,SetPiece,2015,LeftFoot,Empoli,Roma,1,3,2016-02-27 21:00:00,Miralem Pjanic,Pass
24,Goal,0.771999969,0.267999992,0.0165399,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Fiorentina,4,1,2016-03-04 23:45:00,Diego Perotti,LayOff
57,Goal,0.911999969,0.334000015,0.305088997,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Fiorentina,4,1,2016-03-04 23:45:00,Miralem Pjanic,Chipped
37,BlockedShot,0.871999969,0.604000015,0.103685997,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Udinese,Roma,1,2,2016-03-13 18:00:00,Diego Perotti,Pass
11,BlockedShot,0.715,0.425,0.0141021,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Inter,1,1,2016-03-19 23:45:00,,Tackle
80,SavedShot,0.895999985,0.658000031,0.066313401,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Inter,1,1,2016-03-19 23:45:00,Radja Nainggolan,Pass
89,BlockedShot,0.875999985,0.359000015,0.051153999,Mohamed Salah,h,FromCorner,2015,LeftFoot,Roma,Inter,1,1,2016-03-19 23:45:00,Miralem Pjanic,Pass
39,BlockedShot,0.739000015,0.277000008,0.018501,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Lazio,Roma,1,4,2016-04-03 17:00:00,Radja Nainggolan,Pass
49,MissedShots,0.830999985,0.34,0.027388399,Mohamed Salah,a,FromCorner,2015,LeftFoot,Lazio,Roma,1,4,2016-04-03 17:00:00,,None
52,MissedShots,0.913000031,0.442999992,0.142912999,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Lazio,Roma,1,4,2016-04-03 17:00:00,Alessandro Florenzi,Pass
15,ShotOnPost,0.881999969,0.569000015,0.0303856,Mohamed Salah,h,OpenPlay,2015,Head,Roma,Bologna,1,1,2016-04-11 22:45:00,Lucas Digne,Cross
22,SavedShot,0.893000031,0.31,0.305207998,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Bologna,1,1,2016-04-11 22:45:00,Diego Perotti,Throughball
30,MissedShots,0.905,0.419000015,0.039893299,Mohamed Salah,h,OpenPlay,2015,Head,Roma,Bologna,1,1,2016-04-11 22:45:00,,None
45,ShotOnPost,0.810999985,0.394000015,0.037141401,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Bologna,1,1,2016-04-11 22:45:00,Alessandro Florenzi,Pass
49,Goal,0.865,0.452000008,0.171565995,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Bologna,1,1,2016-04-11 22:45:00,Francesco Totti,BallRecovery
82,MissedShots,0.761999969,0.392999992,0.023465199,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Bologna,1,1,2016-04-11 22:45:00,Francesco Totti,Pass
10,MissedShots,0.835999985,0.311000004,0.033325199,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Torino,3,2,2016-04-20 22:45:00,Radja Nainggolan,Pass
11,MissedShots,0.900999985,0.464000015,0.123681001,Mohamed Salah,h,OpenPlay,2015,RightFoot,Roma,Torino,3,2,2016-04-20 22:45:00,Alessandro Florenzi,Rebound
15,SavedShot,0.754000015,0.564000015,0.030512501,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Torino,3,2,2016-04-20 22:45:00,Stephan El Shaarawy,TakeOn
0,MissedShots,0.783000031,0.404000015,0.0288684,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Napoli,1,0,2016-04-25 17:00:00,,None
31,SavedShot,0.815,0.56,0.0588766,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Napoli,1,0,2016-04-25 17:00:00,Stephan El Shaarawy,Pass
5,Goal,0.913000031,0.48,0.524293005,Mohamed Salah,a,OpenPlay,2015,LeftFoot,Genoa,Roma,2,3,2016-05-02 21:00:00,Diego Perotti,Pass
9,BlockedShot,0.828000031,0.308999996,0.0113043,Mohamed Salah,h,FromCorner,2015,LeftFoot,Roma,Chievo,3,0,2016-05-08 14:30:00,Miralem Pjanic,Chipped
21,MissedShots,0.781999969,0.238999996,0.0161437,Mohamed Salah,h,OpenPlay,2015,LeftFoot,Roma,Chievo,3,0,2016-05-08 14:30:00,Miralem Pjanic,Pass
16,MissedShots,0.875999985,0.645,0.065940097,Mohamed Salah,a,OpenPlay,2015,LeftFoot,AC Milan,Roma,1,3,2016-05-14 22:45:00,,BallRecovery
18,Goal,0.883000031,0.407999992,0.33801201,Mohamed Salah,a,OpenPlay,2015,LeftFoot,AC Milan,Roma,1,3,2016-05-14 22:45:00,Kevin Strootman,Throughball
81,SavedShot,0.878000031,0.375,0.105052002,Mohamed Salah,a,OpenPlay,2015,LeftFoot,AC Milan,Roma,1,3,2016-05-14 22:45:00,Francesco Totti,Pass
41,BlockedShot,0.761999969,0.375999985,0.022682499,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Udinese,4,0,2016-08-20 20:00:00,Edin Dzeko,Pass
60,MissedShots,0.85,0.342999992,0.041921798,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Udinese,4,0,2016-08-20 20:00:00,,Rebound
83,Goal,0.979000015,0.525999985,0.953745008,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Udinese,4,0,2016-08-20 20:00:00,,Rebound
83,SavedShot,0.954000015,0.457999992,0.520735025,Mohamed Salah,h,OpenPlay,2016,Head,Roma,Udinese,4,0,2016-08-20 20:00:00,Diego Perotti,Cross
84,MissedShots,0.785999985,0.355,0.034336101,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Udinese,4,0,2016-08-20 20:00:00,,BallRecovery
11,MissedShots,0.865,0.370999985,0.091750897,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Cagliari,Roma,2,2,2016-08-28 22:45:00,Kevin Strootman,Pass
37,SavedShot,0.745,0.487000008,0.029601799,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Cagliari,Roma,2,2,2016-08-28 22:45:00,Kevin Strootman,Pass
80,MissedShots,0.92,0.301000004,0.053274699,Mohamed Salah,a,OpenPlay,2016,RightFoot,Cagliari,Roma,2,2,2016-08-28 22:45:00,Alessandro Florenzi,Pass
7,Goal,0.949000015,0.405999985,0.285293013,Mohamed Salah,h,OpenPlay,2016,Head,Roma,Sampdoria,3,2,2016-09-11 17:00:00,Diego Perotti,Cross
65,MissedShots,0.946999969,0.412000008,0.049204201,Mohamed Salah,h,OpenPlay,2016,Head,Roma,Sampdoria,3,2,2016-09-11 17:00:00,,None
66,SavedShot,0.915999985,0.33,0.119232997,Mohamed Salah,h,OpenPlay,2016,RightFoot,Roma,Sampdoria,3,2,2016-09-11 17:00:00,Juan Jesus,Throughball
72,SavedShot,0.889000015,0.412000008,0.345501006,Mohamed Salah,h,OpenPlay,2016,RightFoot,Roma,Sampdoria,3,2,2016-09-11 17:00:00,Francesco Totti,Throughball
43,MissedShots,0.810999985,0.520999985,0.0511811,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Fiorentina,Roma,1,0,2016-09-18 22:45:00,Kevin Strootman,Pass
36,Goal,0.908000031,0.666999969,0.302783996,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Crotone,4,0,2016-09-21 22:45:00,Stephan El Shaarawy,Pass
9,BlockedShot,0.853000031,0.47,0.082076997,Mohamed Salah,a,OpenPlay,2016,RightFoot,Torino,Roma,3,1,2016-09-25 14:30:00,Edin Dzeko,Pass
83,MissedShots,0.795,0.273999996,0.017987,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Torino,Roma,3,1,2016-09-25 14:30:00,Kevin Strootman,Pass
91,MissedShots,0.959000015,0.337000008,0.045308098,Mohamed Salah,a,OpenPlay,2016,RightFoot,Torino,Roma,3,1,2016-09-25 14:30:00,Federico Fazio,HeadPass
20,SavedShot,0.925,0.347999992,0.306383014,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Inter,2,1,2016-10-02 22:45:00,Daniele De Rossi,TakeOn
20,ShotOnPost,0.895999985,0.385,0.341605008,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Inter,2,1,2016-10-02 22:45:00,Edin Dzeko,Throughball
59,BlockedShot,0.871999969,0.337999992,0.075819999,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Inter,2,1,2016-10-02 22:45:00,Edin Dzeko,HeadPass
62,MissedShots,0.905,0.382000008,0.0710271,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Napoli,Roma,1,3,2016-10-15 17:00:00,Diego Perotti,Cross
84,Goal,0.905,0.407000008,0.374743015,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Napoli,Roma,1,3,2016-10-15 17:00:00,Daniele De Rossi,Throughball
30,Goal,0.905999985,0.594000015,0.375606,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Palermo,4,1,2016-10-23 22:45:00,Edin Dzeko,Pass
61,BlockedShot,0.848000031,0.467000008,0.324649006,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Sassuolo,Roma,1,3,2016-10-26 22:45:00,,TakeOn
4,SavedShot,0.898000031,0.555,0.082394697,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Empoli,Roma,0,0,2016-10-30 18:00:00,Radja Nainggolan,HeadPass
12,Goal,0.885999985,0.45,0.122997999,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Bologna,3,0,2016-11-06 23:45:00,Diego Perotti,TakeOn
54,BlockedShot,0.954000015,0.572999992,0.150181994,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Bologna,3,0,2016-11-06 23:45:00,Diego Perotti,Pass
59,SavedShot,0.960999985,0.405999985,0.423305005,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Bologna,3,0,2016-11-06 23:45:00,Edin Dzeko,Pass
61,Goal,0.903000031,0.402000008,0.383657992,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Bologna,3,0,2016-11-06 23:45:00,Kevin Strootman,Throughball
70,Goal,0.954000015,0.445,0.627300978,Mohamed Salah,h,OpenPlay,2016,RightFoot,Roma,Bologna,3,0,2016-11-06 23:45:00,,Rebound
81,MissedShots,0.958000031,0.44,0.608456016,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Bologna,3,0,2016-11-06 23:45:00,Radja Nainggolan,Pass
25,SavedShot,0.866999969,0.312000008,0.050773501,Mohamed Salah,a,OpenPlay,2016,RightFoot,Atalanta,Roma,2,1,2016-11-20 18:00:00,Edin Dzeko,Chipped
29,SavedShot,0.865,0.422999992,0.339080006,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Atalanta,Roma,2,1,2016-11-20 18:00:00,Radja Nainggolan,Throughball
38,BlockedShot,0.953000031,0.445,0.150989994,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Atalanta,Roma,2,1,2016-11-20 18:00:00,Edin Dzeko,Pass
5,MissedShots,0.823000031,0.439000015,0.318875998,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Pescara,3,2,2016-11-27 23:45:00,Edin Dzeko,Throughball
27,BlockedShot,0.803000031,0.507000008,0.061472099,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Pescara,3,2,2016-11-27 23:45:00,Radja Nainggolan,Pass
82,SavedShot,0.905,0.345,0.0940153,Mohamed Salah,h,OpenPlay,2016,RightFoot,Roma,Pescara,3,2,2016-11-27 23:45:00,Francesco Totti,Pass
14,MissedShots,0.861999969,0.630999985,0.062581398,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Chievo,3,1,2016-12-22 19:45:00,Emerson,Pass
17,MissedShots,0.906999969,0.39,0.033157501,Mohamed Salah,h,OpenPlay,2016,Head,Roma,Chievo,3,1,2016-12-22 19:45:00,Bruno Peres,Cross
69,BlockedShot,0.879000015,0.322000008,0.055186398,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Chievo,3,1,2016-12-22 19:45:00,Stephan El Shaarawy,Pass
19,MissedShots,0.919000015,0.515999985,0.330789,Mohamed Salah,a,OpenPlay,2016,Head,Crotone,Roma,0,2,2017-02-12 11:30:00,Emerson,Cross
46,SavedShot,0.913000031,0.357000008,0.055711601,Mohamed Salah,a,OpenPlay,2016,RightFoot,Crotone,Roma,0,2,2017-02-12 11:30:00,Kevin Strootman,Cross
51,BlockedShot,0.878000031,0.272999992,0.047003999,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Crotone,Roma,0,2,2017-02-12 11:30:00,Radja Nainggolan,Chipped
16,Goal,0.869000015,0.324000015,0.025638601,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Torino,4,1,2017-02-19 17:00:00,,Aerial
19,ShotOnPost,0.82,0.337000008,0.050767198,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Torino,4,1,2017-02-19 17:00:00,Wojciech Szczesny,TakeOn
59,BlockedShot,0.806999969,0.439000015,0.0680435,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Torino,4,1,2017-02-19 17:00:00,Bruno Peres,Pass
6,BlockedShot,0.749000015,0.402000008,0.0141413,Mohamed Salah,a,SetPiece,2016,LeftFoot,Inter,Roma,1,3,2017-02-26 19:45:00,Antonio Rüdige,Rebound
6,MissedShots,0.799000015,0.312999992,0.0165281,Mohamed Salah,a,SetPiece,2016,RightFoot,Inter,Roma,1,3,2017-02-26 19:45:00,,None
7,SavedShot,0.82,0.479000015,0.0546772,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Inter,Roma,1,3,2017-02-26 19:45:00,,None
27,MissedShots,0.781999969,0.17,0.0147327,Mohamed Salah,a,OpenPlay,2016,RightFoot,Inter,Roma,1,3,2017-02-26 19:45:00,Kevin Strootman,Chipped
55,BlockedShot,0.895,0.352999992,0.045051601,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Napoli,1,2,2017-03-04 14:00:00,,Rebound
77,MissedShots,0.845,0.535999985,0.088767499,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Napoli,1,2,2017-03-04 14:00:00,Edin Dzeko,Pass
84,ShotOnPost,0.880999985,0.395,0.30250901,Mohamed Salah,h,OpenPlay,2016,RightFoot,Roma,Napoli,1,2,2017-03-04 14:00:00,Radja Nainggolan,Throughball
1,SavedShot,0.861999969,0.584000015,0.069896601,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Sassuolo,3,1,2017-03-19 19:45:00,,None
2,MissedShots,0.958000031,0.684000015,0.045784,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Sassuolo,3,1,2017-03-19 19:45:00,,Rebound
46,Goal,0.971999969,0.534000015,0.781216025,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Sassuolo,3,1,2017-03-19 19:45:00,,Rebound
50,MissedShots,0.864000015,0.339000015,0.093544297,Mohamed Salah,h,OpenPlay,2016,RightFoot,Roma,Sassuolo,3,1,2017-03-19 19:45:00,Kevin Strootman,Pass
67,SavedShot,0.858000031,0.293999996,0.0579268,Mohamed Salah,h,OpenPlay,2016,RightFoot,Roma,Empoli,2,0,2017-04-01 19:45:00,Clément Grenie,Pass
69,ShotOnPost,0.963000031,0.392000008,0.0393706,Mohamed Salah,h,FromCorner,2016,Head,Roma,Empoli,2,0,2017-04-01 19:45:00,Clément Grenie,Cross
79,MissedShots,0.850999985,0.405999985,0.0845946,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Empoli,2,0,2017-04-01 19:45:00,Francesco Totti,Pass
40,Goal,0.898000031,0.4,0.357755989,Mohamed Salah,a,OpenPlay,2016,RightFoot,Bologna,Roma,0,3,2017-04-09 14:00:00,Edin Dzeko,Throughball
37,BlockedShot,0.806999969,0.484000015,0.0407212,Mohamed Salah,h,SetPiece,2016,LeftFoot,Roma,Atalanta,1,1,2017-04-15 14:00:00,,None
90,BlockedShot,0.875999985,0.337000008,0.036357202,Mohamed Salah,h,FromCorner,2016,LeftFoot,Roma,Atalanta,1,1,2017-04-15 14:00:00,Francesco Totti,Cross
1,BlockedShot,0.791999969,0.342000008,0.034676701,Mohamed Salah,a,FromCorner,2016,LeftFoot,Pescara,Roma,1,4,2017-04-24 19:45:00,Radja Nainggolan,Pass
10,BlockedShot,0.839000015,0.33,0.0418237,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Pescara,Roma,1,4,2017-04-24 19:45:00,Leandro Paredes,Pass
33,MissedShots,0.839000015,0.372999992,0.050409898,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Pescara,Roma,1,4,2017-04-24 19:45:00,,None
47,Goal,0.810999985,0.47,0.073323801,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Pescara,Roma,1,4,2017-04-24 19:45:00,Stephan El Shaarawy,Pass
59,Goal,0.879000015,0.462000008,0.362161994,Mohamed Salah,a,OpenPlay,2016,RightFoot,Pescara,Roma,1,4,2017-04-24 19:45:00,Stephan El Shaarawy,Pass
7,SavedShot,0.893000031,0.287000008,0.051311199,Mohamed Salah,h,OpenPlay,2016,LeftFoot,Roma,Lazio,1,3,2017-04-30 11:30:00,Kevin Strootman,TakeOn
11,MissedShots,0.860999985,0.374000015,0.049753498,Mohamed Salah,a,OpenPlay,2016,LeftFoot,AC Milan,Roma,1,4,2017-05-07 19:45:00,Diego Perotti,Cross
36,MissedShots,0.851999969,0.330999985,0.075517997,Mohamed Salah,a,OpenPlay,2016,LeftFoot,AC Milan,Roma,1,4,2017-05-07 19:45:00,Diego Perotti,Chipped
37,MissedShots,0.915,0.412000008,0.414712995,Mohamed Salah,a,OpenPlay,2016,LeftFoot,AC Milan,Roma,1,4,2017-05-07 19:45:00,,Rebound
81,BlockedShot,0.875,0.367000008,0.101149999,Mohamed Salah,a,OpenPlay,2016,LeftFoot,AC Milan,Roma,1,4,2017-05-07 19:45:00,Clément Grenie,Pass
41,SavedShot,0.915,0.527999992,0.305725008,Mohamed Salah,h,OpenPlay,2016,Head,Roma,Juventus,3,1,2017-05-14 19:45:00,Radja Nainggolan,Chipped
7,SavedShot,0.753000031,0.327000008,0.0146487,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Chievo,Roma,3,5,2017-05-20 17:00:00,Kevin Strootman,LayOff
40,SavedShot,0.946999969,0.442999992,0.347404003,Mohamed Salah,a,OpenPlay,2016,Head,Chievo,Roma,3,5,2017-05-20 17:00:00,,Rebound
41,Goal,0.846999969,0.276000004,0.0282708,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Chievo,Roma,3,5,2017-05-20 17:00:00,Kevin Strootman,Pass
52,MissedShots,0.785999985,0.439000015,0.043108799,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Chievo,Roma,3,5,2017-05-20 17:00:00,Edin Dzeko,LayOff
75,Goal,0.820999985,0.542999992,0.081466801,Mohamed Salah,a,OpenPlay,2016,LeftFoot,Chievo,Roma,3,5,2017-05-20 17:00:00,Edin Dzeko,Pass
79,MissedShots,0.956999969,0.565999985,0.133755997,Mohamed Salah,a,OpenPlay,2016,Head,Chievo,Roma,3,5,2017-05-20 17:00:00,Kevin Strootman,Cross
37,MissedShots,0.920999985,0.339000015,0.055975799,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Watford,Liverpool,3,3,2017-08-12 12:30:00,,None
48,MissedShots,0.854000015,0.337000008,0.051162198,Mohamed Salah,a,OpenPlay,2017,LeftFoot,Watford,Liverpool,3,3,2017-08-12 12:30:00,Georginio Wijnaldum,Pass
